"","Country Name","Country Code","Indicator Name","Indicator Code","year","value"
"11992","Iraq","IRQ","Population growth (annual %)","SP.POP.GROW","2005",2.285938465
"11993","Iceland","ISL","Population growth (annual %)","SP.POP.GROW","2005",1.582891978
"11994","Israel","ISR","Population growth (annual %)","SP.POP.GROW","2005",1.762897661
"11995","Italy","ITA","Population growth (annual %)","SP.POP.GROW","2005",0.491389108
"11996","Jamaica","JAM","Population growth (annual %)","SP.POP.GROW","2005",0.54850826
"11997","Jordan","JOR","Population growth (annual %)","SP.POP.GROW","2005",3.268279206
"11998","Japan","JPN","Population growth (annual %)","SP.POP.GROW","2005",0.009392097
"11999","Kazakhstan","KAZ","Population growth (annual %)","SP.POP.GROW","2005",0.888891382
"12000","Kenya","KEN","Population growth (annual %)","SP.POP.GROW","2005",2.739229463
"12001","Kyrgyz Republic","KGZ","Population growth (annual %)","SP.POP.GROW","2005",1.127864459
"12002","Cambodia","KHM","Population growth (annual %)","SP.POP.GROW","2005",1.570923651
"12003","Kiribati","KIR","Population growth (annual %)","SP.POP.GROW","2005",1.997615982
"12004","St. Kitts and Nevis","KNA","Population growth (annual %)","SP.POP.GROW","2005",1.13550992
"12005","Korea, Rep.","KOR","Population growth (annual %)","SP.POP.GROW","2005",0.211997784
"12006","Kuwait","KWT","Population growth (annual %)","SP.POP.GROW","2005",3.118608063
"12007","Latin America & Caribbean (excluding high income)","LAC","Population growth (annual %)","SP.POP.GROW","2005",1.280203261
"12008","Lao PDR","LAO","Population growth (annual %)","SP.POP.GROW","2005",1.567736845
"12009","Lebanon","LBN","Population growth (annual %)","SP.POP.GROW","2005",2.792219198
"12010","Liberia","LBR","Population growth (annual %)","SP.POP.GROW","2005",2.595928712
"12011","Libya","LBY","Population growth (annual %)","SP.POP.GROW","2005",1.537292995
"12012","St. Lucia","LCA","Population growth (annual %)","SP.POP.GROW","2005",0.984532893
"12013","Latin America & Caribbean","LCN","Population growth (annual %)","SP.POP.GROW","2005",1.257971854
"12014","Least developed countries: UN classification","LDC","Population growth (annual %)","SP.POP.GROW","2005",2.458841582
"12015","Low income","LIC","Population growth (annual %)","SP.POP.GROW","2005",2.871409881
"12016","Liechtenstein","LIE","Population growth (annual %)","SP.POP.GROW","2005",0.754720564
"12017","Sri Lanka","LKA","Population growth (annual %)","SP.POP.GROW","2005",0.810825506
"12018","Lower middle income","LMC","Population growth (annual %)","SP.POP.GROW","2005",1.687453972
"12019","Low & middle income","LMY","Population growth (annual %)","SP.POP.GROW","2005",1.368013158
"12020","Lesotho","LSO","Population growth (annual %)","SP.POP.GROW","2005",-0.491048834
"12021","Late-demographic dividend","LTE","Population growth (annual %)","SP.POP.GROW","2005",0.645531282
"12022","Lithuania","LTU","Population growth (annual %)","SP.POP.GROW","2005",-1.628401126
"12023","Luxembourg","LUX","Population growth (annual %)","SP.POP.GROW","2005",1.530054663
"12024","Latvia","LVA","Population growth (annual %)","SP.POP.GROW","2005",-1.080571457
"12025","Macao SAR, China","MAC","Population growth (annual %)","SP.POP.GROW","2005",2.359780725
"12026","St. Martin (French part)","MAF","Population growth (annual %)","SP.POP.GROW","2005",3.15000686
"12027","Morocco","MAR","Population growth (annual %)","SP.POP.GROW","2005",1.123811218
"12028","Monaco","MCO","Population growth (annual %)","SP.POP.GROW","2005",1.018674446
"12029","Moldova","MDA","Population growth (annual %)","SP.POP.GROW","2005",-0.243323174
"12030","Madagascar","MDG","Population growth (annual %)","SP.POP.GROW","2005",2.953901101
"12031","Maldives","MDV","Population growth (annual %)","SP.POP.GROW","2005",2.645060548
"12032","Middle East & North Africa","MEA","Population growth (annual %)","SP.POP.GROW","2005",2.024555338
"12033","Mexico","MEX","Population growth (annual %)","SP.POP.GROW","2005",1.415822666
"12034","Marshall Islands","MHL","Population growth (annual %)","SP.POP.GROW","2005",1.425288859
"12035","Middle income","MIC","Population growth (annual %)","SP.POP.GROW","2005",1.228657373
"12036","North Macedonia","MKD","Population growth (annual %)","SP.POP.GROW","2005",0.156655294
"12037","Mali","MLI","Population growth (annual %)","SP.POP.GROW","2005",3.233152498
"12038","Malta","MLT","Population growth (annual %)","SP.POP.GROW","2005",0.637436918
"12039","Myanmar","MMR","Population growth (annual %)","SP.POP.GROW","2005",0.790533451
"12040","Middle East & North Africa (excluding high income)","MNA","Population growth (annual %)","SP.POP.GROW","2005",1.753816477
"12041","Montenegro","MNE","Population growth (annual %)","SP.POP.GROW","2005",0.147929262
"12042","Mongolia","MNG","Population growth (annual %)","SP.POP.GROW","2005",1.195877528
"12043","Northern Mariana Islands","MNP","Population growth (annual %)","SP.POP.GROW","2005",-1.237404617
"12044","Mozambique","MOZ","Population growth (annual %)","SP.POP.GROW","2005",2.887865831
"12045","Mauritania","MRT","Population growth (annual %)","SP.POP.GROW","2005",2.84911836
"12046","Mauritius","MUS","Population growth (annual %)","SP.POP.GROW","2005",0.59209966
"12047","Malawi","MWI","Population growth (annual %)","SP.POP.GROW","2005",2.600569615
"12048","Malaysia","MYS","Population growth (annual %)","SP.POP.GROW","2005",1.96526211
"12049","North America","NAC","Population growth (annual %)","SP.POP.GROW","2005",0.928178273
"12050","Namibia","NAM","Population growth (annual %)","SP.POP.GROW","2005",1.589970222
"12051","New Caledonia","NCL","Population growth (annual %)","SP.POP.GROW","2005",1.518467354
"12052","Niger","NER","Population growth (annual %)","SP.POP.GROW","2005",3.7278624
"12053","Nigeria","NGA","Population growth (annual %)","SP.POP.GROW","2005",2.585689094
"12054","Nicaragua","NIC","Population growth (annual %)","SP.POP.GROW","2005",1.36539626
"12055","Netherlands","NLD","Population growth (annual %)","SP.POP.GROW","2005",0.233663148
"12056","Norway","NOR","Population growth (annual %)","SP.POP.GROW","2005",0.681072964
"12057","Nepal","NPL","Population growth (annual %)","SP.POP.GROW","2005",1.271055309
"12058","Nauru","NRU","Population growth (annual %)","SP.POP.GROW","2005",-0.536682975
"12059","New Zealand","NZL","Population growth (annual %)","SP.POP.GROW","2005",1.12877351
"12060","OECD members","OED","Population growth (annual %)","SP.POP.GROW","2005",0.721115601
"12061","Oman","OMN","Population growth (annual %)","SP.POP.GROW","2005",2.652448284
"12062","Other small states","OSS","Population growth (annual %)","SP.POP.GROW","2005",2.170064202
"12063","Pakistan","PAK","Population growth (annual %)","SP.POP.GROW","2005",2.296422881
"12064","Panama","PAN","Population growth (annual %)","SP.POP.GROW","2005",1.844444342
"12065","Peru","PER","Population growth (annual %)","SP.POP.GROW","2005",0.871984041
"12066","Philippines","PHL","Population growth (annual %)","SP.POP.GROW","2005",1.889366661
"12067","Palau","PLW","Population growth (annual %)","SP.POP.GROW","2005",-0.433818275
"12068","Papua New Guinea","PNG","Population growth (annual %)","SP.POP.GROW","2005",2.189462195
"12069","Poland","POL","Population growth (annual %)","SP.POP.GROW","2005",-0.043948953
"12070","Pre-demographic dividend","PRE","Population growth (annual %)","SP.POP.GROW","2005",2.904038832
"12071","Puerto Rico","PRI","Population growth (annual %)","SP.POP.GROW","2005",-0.144242361
"12072","Korea, Dem. People’s Rep.","PRK","Population growth (annual %)","SP.POP.GROW","2005",0.719764499
"12073","Portugal","PRT","Population growth (annual %)","SP.POP.GROW","2005",0.185532267
"12074","Paraguay","PRY","Population growth (annual %)","SP.POP.GROW","2005",1.619245662
"12075","West Bank and Gaza","PSE","Population growth (annual %)","SP.POP.GROW","2005",2.555262373
"12076","Pacific island small states","PSS","Population growth (annual %)","SP.POP.GROW","2005",1.180451113
"12077","Post-demographic dividend","PST","Population growth (annual %)","SP.POP.GROW","2005",0.508275114
"12078","French Polynesia","PYF","Population growth (annual %)","SP.POP.GROW","2005",1.08320859
"12079","Qatar","QAT","Population growth (annual %)","SP.POP.GROW","2005",13.87016276
"12080","Romania","ROU","Population growth (annual %)","SP.POP.GROW","2005",-0.617530957
"12081","Russian Federation","RUS","Population growth (annual %)","SP.POP.GROW","2005",-0.381452795
"12082","Rwanda","RWA","Population growth (annual %)","SP.POP.GROW","2005",1.822930211
"12083","South Asia","SAS","Population growth (annual %)","SP.POP.GROW","2005",1.680574001
"12084","Saudi Arabia","SAU","Population growth (annual %)","SP.POP.GROW","2005",2.911888477
"12085","Sudan","SDN","Population growth (annual %)","SP.POP.GROW","2005",2.404558001
"12086","Senegal","SEN","Population growth (annual %)","SP.POP.GROW","2005",2.557495148
"12087","Singapore","SGP","Population growth (annual %)","SP.POP.GROW","2005",2.350511289
"12088","Solomon Islands","SLB","Population growth (annual %)","SP.POP.GROW","2005",2.451286334
"12089","Sierra Leone","SLE","Population growth (annual %)","SP.POP.GROW","2005",3.820687703
"12090","El Salvador","SLV","Population growth (annual %)","SP.POP.GROW","2005",0.469132819
"12091","San Marino","SMR","Population growth (annual %)","SP.POP.GROW","2005",1.318157216
"12092","Somalia","SOM","Population growth (annual %)","SP.POP.GROW","2005",3.077643583
"12093","Serbia","SRB","Population growth (annual %)","SP.POP.GROW","2005",-0.300431133
"12094","Sub-Saharan Africa (excluding high income)","SSA","Population growth (annual %)","SP.POP.GROW","2005",2.702228341
"12095","South Sudan","SSD","Population growth (annual %)","SP.POP.GROW","2005",4.37488994
"12096","Sub-Saharan Africa","SSF","Population growth (annual %)","SP.POP.GROW","2005",2.698494975
"12097","Small states","SST","Population growth (annual %)","SP.POP.GROW","2005",1.78575402
"12098","Sao Tome and Principe","STP","Population growth (annual %)","SP.POP.GROW","2005",2.400431442
"12099","Suriname","SUR","Population growth (annual %)","SP.POP.GROW","2005",1.164198295
"12100","Slovak Republic","SVK","Population growth (annual %)","SP.POP.GROW","2005",0.009809134
"12101","Slovenia","SVN","Population growth (annual %)","SP.POP.GROW","2005",0.173208905
"12102","Sweden","SWE","Population growth (annual %)","SP.POP.GROW","2005",0.399942763
"12103","Eswatini","SWZ","Population growth (annual %)","SP.POP.GROW","2005",0.417431988
"12104","Sint Maarten (Dutch part)","SXM","Population growth (annual %)","SP.POP.GROW","2005",1.597004887
"12105","Seychelles","SYC","Population growth (annual %)","SP.POP.GROW","2005",0.463308214
"12106","Syrian Arab Republic","SYR","Population growth (annual %)","SP.POP.GROW","2005",2.947799641
"12107","Turks and Caicos Islands","TCA","Population growth (annual %)","SP.POP.GROW","2005",5.394894106
"12108","Chad","TCD","Population growth (annual %)","SP.POP.GROW","2005",3.649829765
"12109","East Asia & Pacific (IDA & IBRD countries)","TEA","Population growth (annual %)","SP.POP.GROW","2005",0.800174145
"12110","Europe & Central Asia (IDA & IBRD countries)","TEC","Population growth (annual %)","SP.POP.GROW","2005",0.093432758
"12111","Togo","TGO","Population growth (annual %)","SP.POP.GROW","2005",2.597288842
"12112","Thailand","THA","Population growth (annual %)","SP.POP.GROW","2005",0.645482185
"12113","Tajikistan","TJK","Population growth (annual %)","SP.POP.GROW","2005",1.887280763
"12114","Turkmenistan","TKM","Population growth (annual %)","SP.POP.GROW","2005",1.083638122
"12115","Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population growth (annual %)","SP.POP.GROW","2005",1.2918729
"12116","Timor-Leste","TLS","Population growth (annual %)","SP.POP.GROW","2005",2.363269025
"12117","Middle East & North Africa (IDA & IBRD countries)","TMN","Population growth (annual %)","SP.POP.GROW","2005",1.744701187
"12118","Tonga","TON","Population growth (annual %)","SP.POP.GROW","2005",0.683166691
"12119","South Asia (IDA & IBRD)","TSA","Population growth (annual %)","SP.POP.GROW","2005",1.680574001
"12120","Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population growth (annual %)","SP.POP.GROW","2005",2.698494975
"12121","Trinidad and Tobago","TTO","Population growth (annual %)","SP.POP.GROW","2005",0.493230594
"12122","Tunisia","TUN","Population growth (annual %)","SP.POP.GROW","2005",0.839527992
"12123","Turkey","TUR","Population growth (annual %)","SP.POP.GROW","2005",1.323138268
"12124","Tuvalu","TUV","Population growth (annual %)","SP.POP.GROW","2005",1.31865618
"12125","Tanzania","TZA","Population growth (annual %)","SP.POP.GROW","2005",2.823744969
"12126","Uganda","UGA","Population growth (annual %)","SP.POP.GROW","2005",3.167952398
"12127","Ukraine","UKR","Population growth (annual %)","SP.POP.GROW","2005",-0.732800944
"12128","Upper middle income","UMC","Population growth (annual %)","SP.POP.GROW","2005",0.81143062
"12129","Uruguay","URY","Population growth (annual %)","SP.POP.GROW","2005",0.009844536
"12130","United States","USA","Population growth (annual %)","SP.POP.GROW","2005",0.921713167
"12131","Uzbekistan","UZB","Population growth (annual %)","SP.POP.GROW","2005",1.163350224
"12132","St. Vincent and the Grenadines","VCT","Population growth (annual %)","SP.POP.GROW","2005",0.093954669
"12133","Venezuela, RB","VEN","Population growth (annual %)","SP.POP.GROW","2005",1.662677907
"12134","British Virgin Islands","VGB","Population growth (annual %)","SP.POP.GROW","2005",3.40254209
"12135","Virgin Islands (U.S.)","VIR","Population growth (annual %)","SP.POP.GROW","2005",-0.01198593
"12136","Vietnam","VNM","Population growth (annual %)","SP.POP.GROW","2005",0.922547993
"12137","Vanuatu","VUT","Population growth (annual %)","SP.POP.GROW","2005",2.494027564
"12138","World","WLD","Population growth (annual %)","SP.POP.GROW","2005",1.24692655
"12139","Samoa","WSM","Population growth (annual %)","SP.POP.GROW","2005",0.634635709
"12140","Kosovo","XKX","Population growth (annual %)","SP.POP.GROW","2005",0.067909885
"12141","Yemen, Rep.","YEM","Population growth (annual %)","SP.POP.GROW","2005",2.861969216
"12142","South Africa","ZAF","Population growth (annual %)","SP.POP.GROW","2005",1.23775315
"12143","Zambia","ZMB","Population growth (annual %)","SP.POP.GROW","2005",2.611388183
"12144","Zimbabwe","ZWE","Population growth (annual %)","SP.POP.GROW","2005",0.471328563
"12145","Aruba","ABW","Population growth (annual %)","SP.POP.GROW","2006",0.79954624
"12146","Afghanistan","AFG","Population growth (annual %)","SP.POP.GROW","2006",2.990478094
"12147","Angola","AGO","Population growth (annual %)","SP.POP.GROW","2006",3.619574559
"12148","Albania","ALB","Population growth (annual %)","SP.POP.GROW","2006",-0.630911245
"12149","Andorra","AND","Population growth (annual %)","SP.POP.GROW","2006",2.659984178
"12150","Arab World","ARB","Population growth (annual %)","SP.POP.GROW","2006",2.377071151
"12151","United Arab Emirates","ARE","Population growth (annual %)","SP.POP.GROW","2006",14.42464112
"12152","Argentina","ARG","Population growth (annual %)","SP.POP.GROW","2006",1.01544167
"12153","Armenia","ARM","Population growth (annual %)","SP.POP.GROW","2006",-0.773190355
"12154","American Samoa","ASM","Population growth (annual %)","SP.POP.GROW","2006",-0.766842612
"12155","Antigua and Barbuda","ATG","Population growth (annual %)","SP.POP.GROW","2006",1.50944883
"12156","Australia","AUS","Population growth (annual %)","SP.POP.GROW","2006",1.475227945
"12157","Austria","AUT","Population growth (annual %)","SP.POP.GROW","2006",0.494797775
"12158","Azerbaijan","AZE","Population growth (annual %)","SP.POP.GROW","2006",1.098586574
"12159","Burundi","BDI","Population growth (annual %)","SP.POP.GROW","2006",3.246016505
"12160","Belgium","BEL","Population growth (annual %)","SP.POP.GROW","2006",0.659558215
"12161","Benin","BEN","Population growth (annual %)","SP.POP.GROW","2006",2.897544923
"12162","Burkina Faso","BFA","Population growth (annual %)","SP.POP.GROW","2006",2.989062688
"12163","Bangladesh","BGD","Population growth (annual %)","SP.POP.GROW","2006",1.347130256
"12164","Bulgaria","BGR","Population growth (annual %)","SP.POP.GROW","2006",-0.759505916
"12165","Bahrain","BHR","Population growth (annual %)","SP.POP.GROW","2006",7.500231305
"12166","Bahamas, The","BHS","Population growth (annual %)","SP.POP.GROW","2006",1.882682626
"12167","Bosnia and Herzegovina","BIH","Population growth (annual %)","SP.POP.GROW","2006",0.002469872
"12168","Belarus","BLR","Population growth (annual %)","SP.POP.GROW","2006",-0.612296198
"12169","Belize","BLZ","Population growth (annual %)","SP.POP.GROW","2006",2.618344801
"12170","Bermuda","BMU","Population growth (annual %)","SP.POP.GROW","2006",0.575178477
"12171","Bolivia","BOL","Population growth (annual %)","SP.POP.GROW","2006",1.7516249
"12172","Brazil","BRA","Population growth (annual %)","SP.POP.GROW","2006",1.090196854
"12173","Barbados","BRB","Population growth (annual %)","SP.POP.GROW","2006",0.416757555
"12174","Brunei Darussalam","BRN","Population growth (annual %)","SP.POP.GROW","2006",1.400393036
"12175","Bhutan","BTN","Population growth (annual %)","SP.POP.GROW","2006",1.32773939
"12176","Botswana","BWA","Population growth (annual %)","SP.POP.GROW","2006",2.026487056
"12177","Central African Republic","CAF","Population growth (annual %)","SP.POP.GROW","2006",1.954024747
"12178","Canada","CAN","Population growth (annual %)","SP.POP.GROW","2006",1.010334503
"12179","Central Europe and the Baltics","CEB","Population growth (annual %)","SP.POP.GROW","2006",-0.254078786
"12180","Switzerland","CHE","Population growth (annual %)","SP.POP.GROW","2006",0.627558473
"12181","Channel Islands","CHI","Population growth (annual %)","SP.POP.GROW","2006",0.873035484
"12182","Chile","CHL","Population growth (annual %)","SP.POP.GROW","2006",1.055926534
"12183","China","CHN","Population growth (annual %)","SP.POP.GROW","2006",0.558374367
"12184","Cote d'Ivoire","CIV","Population growth (annual %)","SP.POP.GROW","2006",2.158036592
"12185","Cameroon","CMR","Population growth (annual %)","SP.POP.GROW","2006",2.727108707
"12186","Congo, Dem. Rep.","COD","Population growth (annual %)","SP.POP.GROW","2006",3.21879547
"12187","Congo, Rep.","COG","Population growth (annual %)","SP.POP.GROW","2006",3.321895971
"12188","Colombia","COL","Population growth (annual %)","SP.POP.GROW","2006",1.288727946
"12189","Comoros","COM","Population growth (annual %)","SP.POP.GROW","2006",2.39064349
"12190","Cabo Verde","CPV","Population growth (annual %)","SP.POP.GROW","2006",1.316900995
"12191","Costa Rica","CRI","Population growth (annual %)","SP.POP.GROW","2006",1.388287781
"12192","Caribbean small states","CSS","Population growth (annual %)","SP.POP.GROW","2006",0.673394032
"12193","Cuba","CUB","Population growth (annual %)","SP.POP.GROW","2006",-0.00296588
"12194","Curacao","CUW","Population growth (annual %)","SP.POP.GROW","2006",2.568114257
"12195","Cayman Islands","CYM","Population growth (annual %)","SP.POP.GROW","2006",2.958186124
"12196","Cyprus","CYP","Population growth (annual %)","SP.POP.GROW","2006",1.721561603
"12197","Czech Republic","CZE","Population growth (annual %)","SP.POP.GROW","2006",0.270795629
"12198","Germany","DEU","Population growth (annual %)","SP.POP.GROW","2006",-0.112797498
"12199","Djibouti","DJI","Population growth (annual %)","SP.POP.GROW","2006",1.433524124
"12200","Dominica","DMA","Population growth (annual %)","SP.POP.GROW","2006",0.182581239
"12201","Denmark","DNK","Population growth (annual %)","SP.POP.GROW","2006",0.328645159
"12202","Dominican Republic","DOM","Population growth (annual %)","SP.POP.GROW","2006",1.325957163
"12203","Algeria","DZA","Population growth (annual %)","SP.POP.GROW","2006",1.471122982
"12204","East Asia & Pacific (excluding high income)","EAP","Population growth (annual %)","SP.POP.GROW","2006",0.771180137
"12205","Early-demographic dividend","EAR","Population growth (annual %)","SP.POP.GROW","2006",1.616734166
"12206","East Asia & Pacific","EAS","Population growth (annual %)","SP.POP.GROW","2006",0.731870877
"12207","Europe & Central Asia (excluding high income)","ECA","Population growth (annual %)","SP.POP.GROW","2006",0.184981871
"12208","Europe & Central Asia","ECS","Population growth (annual %)","SP.POP.GROW","2006",0.309891382
"12209","Ecuador","ECU","Population growth (annual %)","SP.POP.GROW","2006",1.675026183
"12210","Egypt, Arab Rep.","EGY","Population growth (annual %)","SP.POP.GROW","2006",1.771855438
"12211","Euro area","EMU","Population growth (annual %)","SP.POP.GROW","2006",0.468264633
"12212","Eritrea","ERI","Population growth (annual %)","SP.POP.GROW","2006",3.187325236
"12213","Spain","ESP","Population growth (annual %)","SP.POP.GROW","2006",1.690352556
"12214","Estonia","EST","Population growth (annual %)","SP.POP.GROW","2006",-0.58965556
"12215","Ethiopia","ETH","Population growth (annual %)","SP.POP.GROW","2006",2.768139861
"12216","European Union","EUU","Population growth (annual %)","SP.POP.GROW","2006",0.3251053
"12217","Fragile and conflict affected situations","FCS","Population growth (annual %)","SP.POP.GROW","2006",2.534574914
"12218","Finland","FIN","Population growth (annual %)","SP.POP.GROW","2006",0.383777136
"12219","Fiji","FJI","Population growth (annual %)","SP.POP.GROW","2006",0.759761008
"12220","France","FRA","Population growth (annual %)","SP.POP.GROW","2006",0.697207001
"12221","Faroe Islands","FRO","Population growth (annual %)","SP.POP.GROW","2006",0.146575397
"12222","Micronesia, Fed. Sts.","FSM","Population growth (annual %)","SP.POP.GROW","2006",-0.716787939
"12223","Gabon","GAB","Population growth (annual %)","SP.POP.GROW","2006",2.808209914
"12224","United Kingdom","GBR","Population growth (annual %)","SP.POP.GROW","2006",0.735048678
"12225","Georgia","GEO","Population growth (annual %)","SP.POP.GROW","2006",-0.568484712
"12226","Ghana","GHA","Population growth (annual %)","SP.POP.GROW","2006",2.554408108
"12227","Gibraltar","GIB","Population growth (annual %)","SP.POP.GROW","2006",0.594275115
"12228","Guinea","GIN","Population growth (annual %)","SP.POP.GROW","2006",2.148575191
"12229","Gambia, The","GMB","Population growth (annual %)","SP.POP.GROW","2006",3.043371713
"12230","Guinea-Bissau","GNB","Population growth (annual %)","SP.POP.GROW","2006",2.39870954
"12231","Equatorial Guinea","GNQ","Population growth (annual %)","SP.POP.GROW","2006",4.558845912
"12232","Greece","GRC","Population growth (annual %)","SP.POP.GROW","2006",0.300331801
"12233","Grenada","GRD","Population growth (annual %)","SP.POP.GROW","2006",0.25954956
"12234","Greenland","GRL","Population growth (annual %)","SP.POP.GROW","2006",-0.283179181
"12235","Guatemala","GTM","Population growth (annual %)","SP.POP.GROW","2006",2.026228097
"12236","Guam","GUM","Population growth (annual %)","SP.POP.GROW","2006",0.155180602
"12237","Guyana","GUY","Population growth (annual %)","SP.POP.GROW","2006",0.024120506
"12238","High income","HIC","Population growth (annual %)","SP.POP.GROW","2006",0.734950497
"12239","Hong Kong SAR, China","HKG","Population growth (annual %)","SP.POP.GROW","2006",0.642270483
"12240","Honduras","HND","Population growth (annual %)","SP.POP.GROW","2006",2.323164348
"12241","Heavily indebted poor countries (HIPC)","HPC","Population growth (annual %)","SP.POP.GROW","2006",2.824718895
"12242","Croatia","HRV","Population growth (annual %)","SP.POP.GROW","2006",0.023523124
"12243","Haiti","HTI","Population growth (annual %)","SP.POP.GROW","2006",1.612725475
"12244","Hungary","HUN","Population growth (annual %)","SP.POP.GROW","2006",-0.155716485
"12245","IBRD only","IBD","Population growth (annual %)","SP.POP.GROW","2006",1.034300859
"12246","IDA & IBRD total","IBT","Population growth (annual %)","SP.POP.GROW","2006",1.336230375
"12247","IDA total","IDA","Population growth (annual %)","SP.POP.GROW","2006",2.38252825
"12248","IDA blend","IDB","Population growth (annual %)","SP.POP.GROW","2006",2.376765563
"12249","Indonesia","IDN","Population growth (annual %)","SP.POP.GROW","2006",1.329580868
"12250","IDA only","IDX","Population growth (annual %)","SP.POP.GROW","2006",2.385405598
"12251","Isle of Man","IMN","Population growth (annual %)","SP.POP.GROW","2006",1.212961217
"12252","India","IND","Population growth (annual %)","SP.POP.GROW","2006",1.545696178
"12253","Not classified","INX","Population growth (annual %)","SP.POP.GROW","2006",NA
"12254","Ireland","IRL","Population growth (annual %)","SP.POP.GROW","2006",2.696005644
"12255","Iran, Islamic Rep.","IRN","Population growth (annual %)","SP.POP.GROW","2006",1.129472295
"12256","Iraq","IRQ","Population growth (annual %)","SP.POP.GROW","2006",1.934347802
"12257","Iceland","ISL","Population growth (annual %)","SP.POP.GROW","2006",2.34742243
"12258","Israel","ISR","Population growth (annual %)","SP.POP.GROW","2006",1.767805874
"12259","Italy","ITA","Population growth (annual %)","SP.POP.GROW","2006",0.300559689
"12260","Jamaica","JAM","Population growth (annual %)","SP.POP.GROW","2006",0.524315914
"12261","Jordan","JOR","Population growth (annual %)","SP.POP.GROW","2006",3.843317915
"12262","Japan","JPN","Population growth (annual %)","SP.POP.GROW","2006",0.063373589
"12263","Kazakhstan","KAZ","Population growth (annual %)","SP.POP.GROW","2006",1.057664776
"12264","Kenya","KEN","Population growth (annual %)","SP.POP.GROW","2006",2.757906955
"12265","Kyrgyz Republic","KGZ","Population growth (annual %)","SP.POP.GROW","2006",1.075051294
"12266","Cambodia","KHM","Population growth (annual %)","SP.POP.GROW","2006",1.527856858
"12267","Kiribati","KIR","Population growth (annual %)","SP.POP.GROW","2006",2.162211648
"12268","St. Kitts and Nevis","KNA","Population growth (annual %)","SP.POP.GROW","2006",1.021402945
"12269","Korea, Rep.","KOR","Population growth (annual %)","SP.POP.GROW","2006",0.52519994
"12270","Kuwait","KWT","Population growth (annual %)","SP.POP.GROW","2006",4.457107085
"12271","Latin America & Caribbean (excluding high income)","LAC","Population growth (annual %)","SP.POP.GROW","2006",1.249414963
"12272","Lao PDR","LAO","Population growth (annual %)","SP.POP.GROW","2006",1.627903424
"12273","Lebanon","LBN","Population growth (annual %)","SP.POP.GROW","2006",1.289649355
"12274","Liberia","LBR","Population growth (annual %)","SP.POP.GROW","2006",3.393924383
"12275","Libya","LBY","Population growth (annual %)","SP.POP.GROW","2006",1.510586351
"12276","St. Lucia","LCA","Population growth (annual %)","SP.POP.GROW","2006",1.194668677
"12277","Latin America & Caribbean","LCN","Population growth (annual %)","SP.POP.GROW","2006",1.227912008
"12278","Least developed countries: UN classification","LDC","Population growth (annual %)","SP.POP.GROW","2006",2.41094058
"12279","Low income","LIC","Population growth (annual %)","SP.POP.GROW","2006",2.863182365
"12280","Liechtenstein","LIE","Population growth (annual %)","SP.POP.GROW","2006",0.737629451
"12281","Sri Lanka","LKA","Population growth (annual %)","SP.POP.GROW","2006",0.769526256
"12282","Lower middle income","LMC","Population growth (annual %)","SP.POP.GROW","2006",1.667362223
"12283","Low & middle income","LMY","Population growth (annual %)","SP.POP.GROW","2006",1.351349613
"12284","Lesotho","LSO","Population growth (annual %)","SP.POP.GROW","2006",-0.309830549
"12285","Late-demographic dividend","LTE","Population growth (annual %)","SP.POP.GROW","2006",0.635833102
"12286","Lithuania","LTU","Population growth (annual %)","SP.POP.GROW","2006",-1.596378318
"12287","Luxembourg","LUX","Population growth (annual %)","SP.POP.GROW","2006",1.595051918
"12288","Latvia","LVA","Population growth (annual %)","SP.POP.GROW","2006",-0.917272957
"12289","Macao SAR, China","MAC","Population growth (annual %)","SP.POP.GROW","2006",2.240593723
"12290","St. Martin (French part)","MAF","Population growth (annual %)","SP.POP.GROW","2006",2.846849807
"12291","Morocco","MAR","Population growth (annual %)","SP.POP.GROW","2006",1.139811914
"12292","Monaco","MCO","Population growth (annual %)","SP.POP.GROW","2006",1.020102036
"12293","Moldova","MDA","Population growth (annual %)","SP.POP.GROW","2006",-0.277937548
"12294","Madagascar","MDG","Population growth (annual %)","SP.POP.GROW","2006",2.921158358
"12295","Maldives","MDV","Population growth (annual %)","SP.POP.GROW","2006",2.435311476
"12296","Middle East & North Africa","MEA","Population growth (annual %)","SP.POP.GROW","2006",2.095666553
"12297","Mexico","MEX","Population growth (annual %)","SP.POP.GROW","2006",1.456207605
"12298","Marshall Islands","MHL","Population growth (annual %)","SP.POP.GROW","2006",0.91691703
"12299","Middle income","MIC","Population growth (annual %)","SP.POP.GROW","2006",1.208937685
"12300","North Macedonia","MKD","Population growth (annual %)","SP.POP.GROW","2006",0.138623354
"12301","Mali","MLI","Population growth (annual %)","SP.POP.GROW","2006",3.294217928
"12302","Malta","MLT","Population growth (annual %)","SP.POP.GROW","2006",0.364336947
"12303","Myanmar","MMR","Population growth (annual %)","SP.POP.GROW","2006",0.714756263
"12304","Middle East & North Africa (excluding high income)","MNA","Population growth (annual %)","SP.POP.GROW","2006",1.756788293
"12305","Montenegro","MNE","Population growth (annual %)","SP.POP.GROW","2006",0.124299813
"12306","Mongolia","MNG","Population growth (annual %)","SP.POP.GROW","2006",1.275541946
